Indicator,Country,Start Year,End Year,Value,Unit,Source
Mobile cellular subscriptions,Bangladesh,2011,2011,56.1667898,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2012,2012,63.89610407,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2013,2013,75.66900657,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2014,2014,81.34459807,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2015,2015,83.23875309,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2016,2016,85.10324101,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2017,2017,93.29458051,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2018,2018,98.83168698,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2019,2019,100.0336994,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2020,2020,105.2911628,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2021,2021,108.9094426,Number per 100 people,International Telecommunications Union / World Bank
Mobile cellular subscriptions,Bangladesh,2022,2022,105.2642491,Number per 100 people,International Telecommunications Union / World Bank
Noncommunicable disease mortality rate,Bangladesh,2000,2000,596,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2001,2001,590.5,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2002,2002,600.4,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2003,2003,607.3,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2004,2004,603,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2005,2005,612.5,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2006,2006,622.6,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2007,2007,608.9,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2008,2008,585.3,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2009,2009,570.5,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2010,2010,558.7,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2011,2011,506.2,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2012,2012,468,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2013,2013,459.4,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2014,2014,463.3,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2015,2015,454.6,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2016,2016,454.4,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2017,2017,471.5,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2018,2018,473.1,"deaths per 100,000 population",WHO
Noncommunicable disease mortality rate,Bangladesh,2019,2019,473.7,"deaths per 100,000 population",WHO
Comprehensiveness of conservation of useful wild plants,Bangladesh,2019,2019,0.75,%,Khoury et al. 2019
Civil society participation index,Bangladesh,2000,2000,0.771,,Varieties of Democracy
Civil society participation index,Bangladesh,2001,2001,0.771,,Varieties of Democracy
Civil society participation index,Bangladesh,2002,2002,0.774,,Varieties of Democracy
Civil society participation index,Bangladesh,2003,2003,0.774,,Varieties of Democracy
Civil society participation index,Bangladesh,2004,2004,0.774,,Varieties of Democracy
Civil society participation index,Bangladesh,2005,2005,0.774,,Varieties of Democracy
Civil society participation index,Bangladesh,2006,2006,0.76,,Varieties of Democracy
Civil society participation index,Bangladesh,2007,2007,0.711,,Varieties of Democracy
Civil society participation index,Bangladesh,2008,2008,0.711,,Varieties of Democracy
Civil society participation index,Bangladesh,2009,2009,0.789,,Varieties of Democracy
Civil society participation index,Bangladesh,2010,2010,0.789,,Varieties of Democracy
Civil society participation index,Bangladesh,2011,2011,0.797,,Varieties of Democracy
Civil society participation index,Bangladesh,2012,2012,0.759,,Varieties of Democracy
Civil society participation index,Bangladesh,2013,2013,0.743,,Varieties of Democracy
Civil society participation index,Bangladesh,2014,2014,0.714,,Varieties of Democracy
Civil society participation index,Bangladesh,2015,2015,0.705,,Varieties of Democracy
Civil society participation index,Bangladesh,2016,2016,0.711,,Varieties of Democracy
Civil society participation index,Bangladesh,2017,2017,0.721,,Varieties of Democracy
Civil society participation index,Bangladesh,2018,2018,0.593,,Varieties of Democracy
Civil society participation index,Bangladesh,2019,2019,0.593,,Varieties of Democracy
Civil society participation index,Bangladesh,2020,2020,0.604,,Varieties of Democracy
Civil society participation index,Bangladesh,2021,2021,0.563,,Varieties of Democracy
Civil society participation index,Bangladesh,2022,2022,0.59,,Varieties of Democracy
Civil society participation index,Bangladesh,2023,2023,0.605,,Varieties of Democracy
Agri-food systems greenhouse gas emissions per person,Bangladesh,1990,1990,925.9435077307334,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1991,1991,914.6966946844567,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1992,1992,905.879827610331,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1993,1993,888.3709324015875,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1994,1994,888.2792675769351,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1995,1995,896.1297425121963,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1996,1996,888.9085509231743,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1997,1997,879.2171153164282,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1998,1998,864.2316333268869,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,1999,1999,877.0918883718416,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2000,2000,867.2819408244885,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2001,2001,865.8335621856995,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2002,2002,868.8242794269478,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2003,2003,859.7741620151035,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2004,2004,845.392447579914,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2005,2005,852.5267499151751,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2006,2006,858.2891874227016,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2007,2007,850.1344644711355,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2008,2008,872.7725804356528,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2009,2009,867.9222485369453,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2010,2010,869.3644539357211,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2011,2011,894.6442337574351,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2012,2012,885.5194354971111,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2013,2013,880.2739317288199,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2014,2014,882.4282375994991,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2015,2015,873.2307359737127,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2016,2016,843.2672893949189,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2017,2017,858.4810748355715,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2018,2018,858.8032628025655,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2019,2019,859.8644843490408,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2020,2020,856.5999954395129,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2021,2021,863.3056223800743,kg CO2eq/person,population from World Bank; FAOSTAT
Agri-food systems greenhouse gas emissions per person,Bangladesh,2022,2022,853.6140025518332,kg CO2eq/person,population from World Bank; FAOSTAT
Availability of meat,Bangladesh,2010,2010,10.9315068597,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2011,2011,10.8767123391,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2012,2012,11.0958904215,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2013,2013,11.4246575451,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2014,2014,12.1643835732,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2015,2015,12.2739726144,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2016,2016,12.4109589159,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2017,2017,11.8356164496,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2018,2018,11.7534246687,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2019,2019,11.780821929,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2020,2020,11.9178082305,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2021,2021,11.8630137099,g/capita/day,FAOSTAT
Availability of meat,Bangladesh,2022,2022,11.9178082305,g/capita/day,FAOSTAT
Cost of oils and fats relative to the starchy staples in a least-cost healthy diet,Bangladesh,2021,2021,0.29,,Food Prices for Nutrition DataHub
Percent of children 5-17 years engaged in child labor,Bangladesh,2019,2019,5.9,% children 5-17,UNICEF
Percent who believe the government does a good job ensuring food safety,Bangladesh,2019,2019,68.73,%,Lloyd's Register Foundation
Cost of fruits and vegetables relative to starchy staples in a least cost healthy diet,Bangladesh,2021,2021,3.1,,Food Prices for Nutrition DataHub
Cropland phosphorus,Bangladesh,1961,1961,-2.8952,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1962,1962,-2.4347,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1963,1963,-2.7454,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1964,1964,-2.5875,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1965,1965,-2.6393,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1966,1966,-1.8347,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1967,1967,-2.3848,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1968,1968,-2.1634,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1969,1969,-2.2014,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1970,1970,-1.4829,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1971,1971,-1.2399,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1972,1972,-0.5913,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1973,1973,-1.4065,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1974,1974,-1.3955,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1975,1975,-1.3542,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1976,1976,-0.5644,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1977,1977,0.2324,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1978,1978,1.0462,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1979,1979,2.0119,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1980,1980,0.5766,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1981,1981,0.6382,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1982,1982,0.751,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1983,1983,2.1767,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1984,1984,1.8155,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1985,1985,0.6045,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1986,1986,1.505,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1987,1987,2.7535,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1988,1988,3.1975,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1989,1989,3.6151,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1990,1990,4.4468,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1991,1991,3.4759,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1992,1992,3.548,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1993,1993,0.6896,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1994,1994,1.677,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1995,1995,1.6017,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1996,1996,-1.0826,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1997,1997,-1.034,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1998,1998,0.649,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,1999,1999,1.3326,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2000,2000,2.6313,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2001,2001,3.51,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2002,2002,4.562,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2003,2003,2.5285,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2004,2004,5.6867,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2005,2005,5.0118,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2006,2006,4.0297,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2007,2007,0.8803,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2008,2008,-7.9372,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2009,2009,-1.068,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2010,2010,2.7095,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2011,2011,9.5474,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2012,2012,11.4184,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2013,2013,12.6751,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2014,2014,14.9913,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2015,2015,16.7852,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2016,2016,17.4615,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2017,2017,15.9294,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2018,2018,19.122,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2019,2019,21.9848,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2020,2020,24.8234,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2021,2021,38.7303,kg/ha,FAOSTAT
Cropland phosphorus,Bangladesh,2022,2022,34.5562,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1990,1990,0.13,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1991,1991,0.13,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1992,1992,0.16,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1993,1993,0.17,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1994,1994,0.18,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1995,1995,0.19,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1996,1996,0.22,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1997,1997,0.23,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1998,1998,0.23,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,1999,1999,0.28,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2000,2000,0.36,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2001,2001,0.38,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2002,2002,0.48,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2003,2003,0.63,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2004,2004,0.8,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2005,2005,0.93,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2006,2006,1.08,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2007,2007,1.26,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2008,2008,1.43,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2009,2009,1.59,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2010,2010,1.53,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2011,2011,1.74,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2012,2012,1.56,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2013,2013,1.8,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2014,2014,1.87,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2015,2015,1.56,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2016,2016,1.67,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2017,2017,1.76,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2018,2018,1.77,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2019,2019,1.75,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2020,2020,1.76,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2021,2021,1.76,kg/ha,FAOSTAT
Pesticide use per area of cropland,Bangladesh,2022,2022,1.76,kg/ha,FAOSTAT
Adults: Sweet foods consumption,Bangladesh,2022,2022,52.7,%,Global Diet Quality Project / Gallup World Poll
Cost of vegetables relative to the starchy staples in a least-cost healthy diet,Bangladesh,2021,2021,1.66,,Food Prices for Nutrition DataHub
Dietary diversity score,Bangladesh,2022,2022,4.79,,Global Diet Quality Project / Gallup World Poll
Food price volatility,Bangladesh,2000,2000,1.11776261281091,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2001,2001,0.877976069281696,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2002,2002,0.859741645418253,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2003,2003,1.21337152515162,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2004,2004,1.04211318239882,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2005,2005,0.606865445301869,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2006,2006,0.663710757097917,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2007,2007,0.601038701556086,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2008,2008,1.09744090395006,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2009,2009,0.985616867901662,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2010,2010,0.961407797821084,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2011,2011,0.766171446984975,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2012,2012,0.647275857801617,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2013,2013,0.765811190263061,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2014,2014,1.00196818311011,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2015,2015,0.935606182530285,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2016,2016,0.96448104529895,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2017,2017,0.868353730637795,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2018,2018,0.922462268476508,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2019,2019,0.886953413800108,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2020,2020,0.634728254368224,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2021,2021,0.741550672054135,,FAOSTAT; FSCI
Food price volatility,Bangladesh,2022,2022,0.690607522109073,,FAOSTAT; FSCI
Water use linked to food consumption per person,Bangladesh,2010,2010,423,litre/capita,WWF adapted from Poore and Nemecek 2018
Credit card ownership,Bangladesh,2011,2011,1,%,World Bank
Credit card ownership,Bangladesh,2014,2014,0,%,World Bank
Credit card ownership,Bangladesh,2017,2017,0,%,World Bank
Credit card ownership,Bangladesh,2021,2021,1,%,World Bank
Urban population as percent of total population,Bangladesh,1960,1960,5.135,%,World Bank
Urban population as percent of total population,Bangladesh,1961,1961,5.278,%,World Bank
Urban population as percent of total population,Bangladesh,1962,1962,5.498,%,World Bank
Urban population as percent of total population,Bangladesh,1963,1963,5.727,%,World Bank
Urban population as percent of total population,Bangladesh,1964,1964,5.964,%,World Bank
Urban population as percent of total population,Bangladesh,1965,1965,6.211,%,World Bank
Urban population as percent of total population,Bangladesh,1966,1966,6.467,%,World Bank
Urban population as percent of total population,Bangladesh,1967,1967,6.733,%,World Bank
Urban population as percent of total population,Bangladesh,1968,1968,7.009,%,World Bank
Urban population as percent of total population,Bangladesh,1969,1969,7.296,%,World Bank
Urban population as percent of total population,Bangladesh,1970,1970,7.593,%,World Bank
Urban population as percent of total population,Bangladesh,1971,1971,7.901,%,World Bank
Urban population as percent of total population,Bangladesh,1972,1972,8.221,%,World Bank
Urban population as percent of total population,Bangladesh,1973,1973,8.553,%,World Bank
Urban population as percent of total population,Bangladesh,1974,1974,9.034,%,World Bank
Urban population as percent of total population,Bangladesh,1975,1975,9.836,%,World Bank
Urban population as percent of total population,Bangladesh,1976,1976,10.701,%,World Bank
Urban population as percent of total population,Bangladesh,1977,1977,11.63,%,World Bank
Urban population as percent of total population,Bangladesh,1978,1978,12.629,%,World Bank
Urban population as percent of total population,Bangladesh,1979,1979,13.701,%,World Bank
Urban population as percent of total population,Bangladesh,1980,1980,14.851,%,World Bank
Urban population as percent of total population,Bangladesh,1981,1981,15.801,%,World Bank
Urban population as percent of total population,Bangladesh,1982,1982,16.212,%,World Bank
Urban population as percent of total population,Bangladesh,1983,1983,16.631,%,World Bank
Urban population as percent of total population,Bangladesh,1984,1984,17.06,%,World Bank
Urban population as percent of total population,Bangladesh,1985,1985,17.496,%,World Bank
Urban population as percent of total population,Bangladesh,1986,1986,17.941,%,World Bank
Urban population as percent of total population,Bangladesh,1987,1987,18.395,%,World Bank
Urban population as percent of total population,Bangladesh,1988,1988,18.859,%,World Bank
Urban population as percent of total population,Bangladesh,1989,1989,19.33,%,World Bank
Urban population as percent of total population,Bangladesh,1990,1990,19.811,%,World Bank
Urban population as percent of total population,Bangladesh,1991,1991,20.257,%,World Bank
Urban population as percent of total population,Bangladesh,1992,1992,20.61,%,World Bank
Urban population as percent of total population,Bangladesh,1993,1993,20.966,%,World Bank
Urban population as percent of total population,Bangladesh,1994,1994,21.328,%,World Bank
Urban population as percent of total population,Bangladesh,1995,1995,21.693,%,World Bank
Urban population as percent of total population,Bangladesh,1996,1996,22.064,%,World Bank
Urban population as percent of total population,Bangladesh,1997,1997,22.438,%,World Bank
Urban population as percent of total population,Bangladesh,1998,1998,22.818,%,World Bank
Urban population as percent of total population,Bangladesh,1999,1999,23.202,%,World Bank
Urban population as percent of total population,Bangladesh,2000,2000,23.59,%,World Bank
Urban population as percent of total population,Bangladesh,2001,2001,24.096,%,World Bank
Urban population as percent of total population,Bangladesh,2002,2002,24.756,%,World Bank
Urban population as percent of total population,Bangladesh,2003,2003,25.429,%,World Bank
Urban population as percent of total population,Bangladesh,2004,2004,26.114,%,World Bank
Urban population as percent of total population,Bangladesh,2005,2005,26.809,%,World Bank
Urban population as percent of total population,Bangladesh,2006,2006,27.517,%,World Bank
Urban population as percent of total population,Bangladesh,2007,2007,28.237,%,World Bank
Urban population as percent of total population,Bangladesh,2008,2008,28.968,%,World Bank
Urban population as percent of total population,Bangladesh,2009,2009,29.709,%,World Bank
Urban population as percent of total population,Bangladesh,2010,2010,30.462,%,World Bank
Urban population as percent of total population,Bangladesh,2011,2011,31.225,%,World Bank
Urban population as percent of total population,Bangladesh,2012,2012,31.993,%,World Bank
Urban population as percent of total population,Bangladesh,2013,2013,32.762,%,World Bank
Urban population as percent of total population,Bangladesh,2014,2014,33.535,%,World Bank
Urban population as percent of total population,Bangladesh,2015,2015,34.308,%,World Bank
Urban population as percent of total population,Bangladesh,2016,2016,35.083,%,World Bank
Urban population as percent of total population,Bangladesh,2017,2017,35.858,%,World Bank
Urban population as percent of total population,Bangladesh,2018,2018,36.632,%,World Bank
Urban population as percent of total population,Bangladesh,2019,2019,37.405,%,World Bank
Urban population as percent of total population,Bangladesh,2020,2020,38.177,%,World Bank
Urban population as percent of total population,Bangladesh,2021,2021,38.946,%,World Bank
Urban population as percent of total population,Bangladesh,2022,2022,39.711,%,World Bank
Urban population as percent of total population,Bangladesh,2023,2023,40.473,%,World Bank
Adults: Processed meat consumption,Bangladesh,2022,2022,2.23,%,Global Diet Quality Project / Gallup World Poll
Percent of the rural population with access to electricity,Bangladesh,1960,1960,5.135,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1961,1961,5.278,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1962,1962,5.498,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1963,1963,5.727,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1964,1964,5.964,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1965,1965,6.211,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1966,1966,6.467,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1967,1967,6.733,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1968,1968,7.009,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1969,1969,7.296,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1970,1970,7.593,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1971,1971,7.901,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1972,1972,8.221,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1973,1973,8.553,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1974,1974,9.034,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1975,1975,9.836,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1976,1976,10.701,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1977,1977,11.63,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1978,1978,12.629,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1979,1979,13.701,%,World Bank
Percent of the rural population with access to electricity,Bangladesh,1980,1980,14.851,%,World Bank
